"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"747",34398243,"Immunoglobulin G Immune Complexes May Contribute to Neutrophil Activation in the Course of Severe Coronavirus Disease 2019","Mazzitelli I, Bleichmar L, Ludueña MG, Pisarevsky A, Labato M, Chiaradia V, Finocchieto P, Paulin F, Hormanstorfer M, Baretto MC, Adanza SP, Parodi MN, Ragusa M, Melucci C, Díaz FE, Paletta A, Di Diego F, Ceballos A, Geffner J.","J Infect Dis. 2021 Aug 16;224(4):575-585. doi: 10.1093/infdis/jiab174.","Mazzitelli I","J Infect Dis",2021,"2021/08/16","PMC8083460","","10.1093/infdis/jiab174"
"748",34398242,"Nature and Dimensions of Systemic Hyperinflammation and its Attenuation by Convalescent Plasma in Severe COVID-19","Bandopadhyay P, D'Rozario R, Lahiri A, Sarif J, Ray Y, Paul SR, Roy R, Maiti R, Chaudhuri K, Bagchi S, Maiti A, Perwez MM, Sarkar BS, Roy D, Chakraborty R, Vasudevan JS, Sharma S, Biswas D, Maiti C, Saha B, Bhattacharya P, Pandey R, Chatterjee S, Paul S, Ganguly D.","J Infect Dis. 2021 Aug 16;224(4):565-574. doi: 10.1093/infdis/jiab010.","Bandopadhyay P","J Infect Dis",2021,"2021/08/16","PMC7928875","","10.1093/infdis/jiab010"
"749",34031695,"Virological Characterization of Critically Ill Patients With COVID-19 in the United Kingdom: Interactions of Viral Load, Antibody Status, and B.1.1.7 Infection","Ratcliff J, Nguyen D, Fish M, Rynne J, Jennings A, Williams S, Al-Beidh F, Bonsall D, Evans A, Golubchik T, Gordon AC, Lamikanra A, Tsang P, Ciccone NA, Leuscher U, Slack W, Laing E, Mouncey PR, Ziyenge S, Oliveira M, Ploeg R, Rowan KM, Shankar-Hari M, Roberts DJ, Menon DK, Estcourt L, Simmonds P, Harvala H; REMAP-CAP Immunoglobulin Domain UK Investigators.","J Infect Dis. 2021 Aug 16;224(4):595-605. doi: 10.1093/infdis/jiab283.","Ratcliff J","J Infect Dis",2021,"2021/05/25","PMC8241475","","10.1093/infdis/jiab283"
"750",33978754,"Persistence of Antibody and Cellular Immune Responses in Coronavirus Disease 2019 Patients Over Nine Months After Infection","Yao L, Wang GL, Shen Y, Wang ZY, Zhan BD, Duan LJ, Lu B, Shi C, Gao YM, Peng HH, Wang GQ, Wang DM, Jiang MD, Cao GP, Ma MJ.","J Infect Dis. 2021 Aug 16;224(4):586-594. doi: 10.1093/infdis/jiab255.","Yao L","J Infect Dis",2021,"2021/05/12","PMC8243600","","10.1093/infdis/jiab255"
"751",33104776,"Repeated Coronavirus Disease 2019 Molecular Testing: Correlation of Severe Acute Respiratory Syndrome Coronavirus 2 Culture With Molecular Assays and Cycle Thresholds","Gniazdowski V, Paul Morris C, Wohl S, Mehoke T, Ramakrishnan S, Thielen P, Powell H, Smith B, Armstrong DT, Herrera M, Reifsnyder C, Sevdali M, Carroll KC, Pekosz A, Mostafa HH.","Clin Infect Dis. 2021 Aug 16;73(4):e860-e869. doi: 10.1093/cid/ciaa1616.","Gniazdowski V","Clin Infect Dis",2021,"2020/10/26","PMC7665437","","10.1093/cid/ciaa1616"
"752",34391402,"Spatio-temporal distribution characteristics of COVID-19 in China: a city-level modeling study","Ma Q, Gao J, Zhang W, Wang L, Li M, Shi J, Zhai Y, Sun D, Wang L, Chen B, Jiang S, Zhao J.","BMC Infect Dis. 2021 Aug 14;21(1):816. doi: 10.1186/s12879-021-06515-8.","Ma Q","BMC Infect Dis",2021,"2021/08/15","PMC8363872","","10.1186/s12879-021-06515-8"
"753",34388990,"Sociodemographic characteristics and transmission risk factors in patients hospitalized for COVID-19 before and during the lockdown in France","Rahi M, Le Pluart D, Beaudet A, Ismaël S, Parisey M, Poey N, Tarhini H, Lescure FX, Yazdanpanah Y, Deconinck L.","BMC Infect Dis. 2021 Aug 13;21(1):812. doi: 10.1186/s12879-021-06419-7.","Rahi M","BMC Infect Dis",2021,"2021/08/14","PMC8361240","","10.1186/s12879-021-06419-7"
"755",34384388,"Hydroxychloroquine/chloroquine in patients with COVID-19 in Wuhan, China: a retrospective cohort study","Chen Z, Liu A, Cheng Y, Wang X, Xu X, Huang J, Ma Y, Gao M, Huang C.","BMC Infect Dis. 2021 Aug 12;21(1):805. doi: 10.1186/s12879-021-06477-x.","Chen Z","BMC Infect Dis",2021,"2021/08/13","PMC8358550","","10.1186/s12879-021-06477-x"
"757",34075419,"Concordance between the results of randomized and non-randomized interventional clinical trials assessing the efficacy of drugs for COVID-19: a cross-sectional study","Shepshelovich D, Yahav D, Ben Ami R, Goldvaser H, Tau N.","J Antimicrob Chemother. 2021 Aug 12;76(9):2415-2418. doi: 10.1093/jac/dkab163.","Shepshelovich D","J Antimicrob Chemother",2021,"2021/06/02","PMC8244730","","10.1093/jac/dkab163"
"758",34075390,"Clinical trials during pandemics and beyond: time for a more efficient pharmacological strategy","Lemaitre F, Locher C, Verdier MC, Naudet F.","J Antimicrob Chemother. 2021 Aug 12;76(9):2234-2236. doi: 10.1093/jac/dkab190.","Lemaitre F","J Antimicrob Chemother",2021,"2021/06/02","PMC8195206","","10.1093/jac/dkab190"
"759",34380452,"Impact of travel ban implementation on COVID-19 spread in Singapore, Taiwan, Hong Kong and South Korea during the early phase of the pandemic: a comparative study","Gwee SXW, Chua PEY, Wang MX, Pang J.","BMC Infect Dis. 2021 Aug 11;21(1):799. doi: 10.1186/s12879-021-06449-1.","Gwee SXW","BMC Infect Dis",2021,"2021/08/12","PMC8355580","","10.1186/s12879-021-06449-1"
"760",34376187,"Performance of antigen testing for diagnosis of COVID-19: a direct comparison of a lateral flow device to nucleic acid amplification based tests","Kahn M, Schuierer L, Bartenschlager C, Zellmer S, Frey R, Freitag M, Dhillon C, Heier M, Ebigbo A, Denzel C, Temizel S, Messmann H, Wehler M, Hoffmann R, Kling E, Römmele C.","BMC Infect Dis. 2021 Aug 10;21(1):798. doi: 10.1186/s12879-021-06524-7.","Kahn M","BMC Infect Dis",2021,"2021/08/11","PMC8354301","","10.1186/s12879-021-06524-7"
"761",34376168,"Transmission dynamics of SARS-CoV-2 in a mid-size city of China","Zhao H, Lu X, Lun W, Li T, Rao B, Wang D, Wu D, Qiu F, Yang Z, Lu J.","BMC Infect Dis. 2021 Aug 10;21(1):793. doi: 10.1186/s12879-021-06522-9.","Zhao H","BMC Infect Dis",2021,"2021/08/11","PMC8353423","","10.1186/s12879-021-06522-9"
"762",34372792,"Severity-associated markers and assessment model for predicting the severity of COVID-19: a retrospective study in Hangzhou, China","Qi J, He D, Yang D, Wang M, Ma W, Cui H, Ye F, Wang F, Xu J, Li Z, Liu C, Wu J, Qi K, Wu R, Huang J, Liu S, Zhu Y.","BMC Infect Dis. 2021 Aug 9;21(1):774. doi: 10.1186/s12879-021-06509-6.","Qi J","BMC Infect Dis",2021,"2021/08/10","PMC8350279","","10.1186/s12879-021-06509-6"
"763",34372790,"A study to design minimum data set of COVID-19 registry system","Zarei J, Badavi M, Karandish M, Haddadzadeh Shoushtari M, Dastoorpoor M, Yousefi F, Raji H, Cheraghi M.","BMC Infect Dis. 2021 Aug 9;21(1):773. doi: 10.1186/s12879-021-06507-8.","Zarei J","BMC Infect Dis",2021,"2021/08/10","PMC8350262","","10.1186/s12879-021-06507-8"
"764",34372788,"Investigation of SARS-CoV-2 faecal shedding in the community: a prospective household cohort study (COVID-LIV) in the UK","Vaselli NM, Setiabudi W, Subramaniam K, Adams ER, Turtle L, Iturriza-Gómara M, Solomon T, Cunliffe NA, French N, Hungerford D; COVID-LIV Study Group.","BMC Infect Dis. 2021 Aug 9;21(1):784. doi: 10.1186/s12879-021-06443-7.","Vaselli NM","BMC Infect Dis",2021,"2021/08/10","PMC8352155","","10.1186/s12879-021-06443-7"
"765",34372767,"Clinical characteristics and a decision tree model to predict death outcome in severe COVID-19 patients","Yang Q, Li J, Zhang Z, Wu X, Liao T, Yu S, You Z, Hou X, Ye J, Liu G, Ma S, Xie G, Zhou Y, Li M, Wu M, Feng Y, Wang W, Li L, Xie D, Hu Y, Liu X, Wang B, Zhao S, Li L, Luo C, Tang T, Wu H, Hu T, Yang G, Luo B, Li L, Yang X, Li Q, Xu Z, Wu H, Sun J.","BMC Infect Dis. 2021 Aug 9;21(1):783. doi: 10.1186/s12879-021-06478-w.","Yang Q","BMC Infect Dis",2021,"2021/08/10","PMC8351764","","10.1186/s12879-021-06478-w"
"766",34364383,"The impact of COVID-19 pandemic on HIV care continuum in Jiangsu, China","Shi L, Tang W, Hu H, Qiu T, Marley G, Liu X, Chen Y, Chen Y, Fu G.","BMC Infect Dis. 2021 Aug 7;21(1):768. doi: 10.1186/s12879-021-06490-0.","Shi L","BMC Infect Dis",2021,"2021/08/08","PMC8346346","","10.1186/s12879-021-06490-0"
"767",34353293,"Clinical features and death risk factors in COVID-19 patients with cancer: a retrospective study","Zhou Y, Yang Q, Ye J, Wu X, Hou X, Feng Y, Luo B, Li J, Yang G, Li L, Yang X, Wang B, Zhao S, Li L, Li Q, Xu Z, Wu H, Sun J.","BMC Infect Dis. 2021 Aug 5;21(1):760. doi: 10.1186/s12879-021-06495-9.","Zhou Y","BMC Infect Dis",2021,"2021/08/06","PMC8340077","","10.1186/s12879-021-06495-9"
"768",34353284,"Dynamic profile of SARS-CoV-2 infection among hospitalized patients in Kuwait: a descriptive study","Madi N, Al-Awadhi E, Al-Assaf F.","BMC Infect Dis. 2021 Aug 5;21(1):758. doi: 10.1186/s12879-021-06504-x.","Madi N","BMC Infect Dis",2021,"2021/08/06","PMC8340481","","10.1186/s12879-021-06504-x"
"769",34353283,"Factors associated with development of symptomatic disease in Ethiopian COVID-19 patients: a case-control study","Leulseged TW, Alemahu DG, Hassen IS, Maru EH, Zewde WC, Chamiso NW, Yegele KT, Abebe DS, Abdi FM, Minyelshewa EY, Gerbi TG, Hagos HT.","BMC Infect Dis. 2021 Aug 5;21(1):759. doi: 10.1186/s12879-021-06465-1.","Leulseged TW","BMC Infect Dis",2021,"2021/08/06","PMC8339680","","10.1186/s12879-021-06465-1"
"770",34353279,"Predictors of COVID-19 vaccine hesitancy among Egyptian healthcare workers: a cross-sectional study","El-Sokkary RH, El Seifi OS, Hassan HM, Mortada EM, Hashem MK, Gadelrab MRMA, Tash RME.","BMC Infect Dis. 2021 Aug 5;21(1):762. doi: 10.1186/s12879-021-06392-1.","El-Sokkary RH","BMC Infect Dis",2021,"2021/08/06","PMC8341553","","10.1186/s12879-021-06392-1"
"771",34344353,"Associations of immunological features with COVID-19 severity: a systematic review and meta-analysis","Zhang Z, Ai G, Chen L, Liu S, Gong C, Zhu X, Zhang C, Qin H, Hu J, Huang J.","BMC Infect Dis. 2021 Aug 3;21(1):738. doi: 10.1186/s12879-021-06457-1.","Zhang Z","BMC Infect Dis",2021,"2021/08/04","PMC8329624","","10.1186/s12879-021-06457-1"
"772",34344351,"Decreased human respiratory syncytial virus activity during the COVID-19 pandemic in Japan: an ecological time-series analysis","Wagatsuma K, Koolhof IS, Shobugawa Y, Saito R.","BMC Infect Dis. 2021 Aug 3;21(1):734. doi: 10.1186/s12879-021-06461-5.","Wagatsuma K","BMC Infect Dis",2021,"2021/08/04","PMC8329631","","10.1186/s12879-021-06461-5"
"773",34344331,"COVID-19 inpatients with gastrointestinal onset: sex and care needs' differences in the district of Ferrara, Italy","Greco S, Fabbri N, Bella A, Bonsi B, Parini S, Rocchi C, Giaccari S, Gavioli M, Passaro A, Feo CV.","BMC Infect Dis. 2021 Aug 3;21(1):739. doi: 10.1186/s12879-021-06476-y.","Greco S","BMC Infect Dis",2021,"2021/08/04","PMC8329637","","10.1186/s12879-021-06476-y"
"775",34344318,"Dynamics of the COVID-19 epidemic in Ireland under mitigation","Cazelles B, Nguyen-Van-Yen B, Champagne C, Comiskey C.","BMC Infect Dis. 2021 Aug 3;21(1):735. doi: 10.1186/s12879-021-06433-9.","Cazelles B","BMC Infect Dis",2021,"2021/08/04","PMC8329614","","10.1186/s12879-021-06433-9"
"777",34344306,"Serum surfactant protein D in COVID-19 is elevated and correlated with disease severity","Tong M, Xiong Y, Zhu C, Xu H, Zheng Q, Jiang Y, Zou L, Xiao X, Chen F, Yan X, Hu C, Zhu Y.","BMC Infect Dis. 2021 Aug 3;21(1):737. doi: 10.1186/s12879-021-06447-3.","Tong M","BMC Infect Dis",2021,"2021/08/04","PMC8329621","","10.1186/s12879-021-06447-3"
"779",34340682,"Clinical features and outcomes of COVID-19 and dengue co-infection: a systematic review","Tsheten T, Clements ACA, Gray DJ, Adhikary RK, Wangdi K.","BMC Infect Dis. 2021 Aug 2;21(1):729. doi: 10.1186/s12879-021-06409-9.","Tsheten T","BMC Infect Dis",2021,"2021/08/03","PMC8327042","","10.1186/s12879-021-06409-9"
"780",34007998,"BNT162b2 mRNA COVID-19 Vaccine Effectiveness in the Prevention of SARS-CoV-2 Infection: A Preliminary Report","Bianchi FP, Germinario CA, Migliore G, Vimercati L, Martinelli A, Lobifaro A, Tafuri S, Stefanizzi P; Control Room Working Group.","J Infect Dis. 2021 Aug 2;224(3):431-434. doi: 10.1093/infdis/jiab262.","Bianchi FP","J Infect Dis",2021,"2021/05/19","PMC8194590","","10.1093/infdis/jiab262"
"781",33999152,"On the Sensitivity and Specificity of Postmortem Upper Respiratory Tract Testing for SARS-CoV-2","Hall JA, Harris RJ, Emmett HE, Lowe B, Singanayagam A, Twohig KA, Zaidi A, Kall M, Zambon M, Dabrera G.","J Infect Dis. 2021 Aug 2;224(3):389-394. doi: 10.1093/infdis/jiab270.","Hall JA","J Infect Dis",2021,"2021/05/17","PMC8194530","","10.1093/infdis/jiab270"
"782",33993309,"Morbidity and Mortality Among Adults Experiencing Homelessness Hospitalized With COVID-19","Cha S, Henry A, Montgomery MP, Laws RL, Pham H, Wortham J, Garg S, Kim L, Mosites E; COVID-NET Surveillance Team.","J Infect Dis. 2021 Aug 2;224(3):425-430. doi: 10.1093/infdis/jiab261.","Cha S","J Infect Dis",2021,"2021/05/16","PMC8194564","","10.1093/infdis/jiab261"
"783",33993274,"Comparable Environmental Stability and Disinfection Profiles of the Currently Circulating SARS-CoV-2 Variants of Concern B.1.1.7 and B.1.351","Meister TL, Fortmann J, Todt D, Heinen N, Ludwig A, Brüggemann Y, Elsner C, Dittmer U, Steinmann J, Pfaender S, Steinmann E.","J Infect Dis. 2021 Aug 2;224(3):420-424. doi: 10.1093/infdis/jiab260.","Meister TL","J Infect Dis",2021,"2021/05/16","PMC8243362","","10.1093/infdis/jiab260"
"784",33978762,"Persisting Salivary IgG Against SARS-CoV-2 at 9 Months After Mild COVID-19: A Complementary Approach to Population Surveys","Alkharaan H, Bayati S, Hellström C, Aleman S, Olsson A, Lindahl K, Bogdanovic G, Healy K, Tsilingaridis G, De Palma P, Hober S, Månberg A, Nilsson P, Pin E, Sällberg Chen M.","J Infect Dis. 2021 Aug 2;224(3):407-414. doi: 10.1093/infdis/jiab256.","Alkharaan H","J Infect Dis",2021,"2021/05/12","PMC8244549","","10.1093/infdis/jiab256"
"785",33961695,"β-d-N4-hydroxycytidine Inhibits SARS-CoV-2 Through Lethal Mutagenesis But Is Also Mutagenic To Mammalian Cells","Zhou S, Hill CS, Sarkar S, Tse LV, Woodburn BMD, Schinazi RF, Sheahan TP, Baric RS, Heise MT, Swanstrom R.","J Infect Dis. 2021 Aug 2;224(3):415-419. doi: 10.1093/infdis/jiab247.","Zhou S","J Infect Dis",2021,"2021/05/07","PMC8136050","","10.1093/infdis/jiab247"
"786",33909004,"Early Elevation of Fibrosis-4 Liver Fibrosis Score Is Associated With Adverse Outcomes Among Patients With Coronavirus Disease 2019","Xiang F, Sun J, Chen PH, Han P, Zheng H, Cai S, Kirk GD.","Clin Infect Dis. 2021 Aug 2;73(3):e594-e601. doi: 10.1093/cid/ciaa1710.","Xiang F","Clin Infect Dis",2021,"2021/04/28","PMC7717224","","10.1093/cid/ciaa1710"
"787",33624010,"Patients With Uncomplicated Coronavirus Disease 2019 (COVID-19) Have Long-Term Persistent Symptoms and Functional Impairment Similar to Patients with Severe COVID-19: A Cautionary Tale During a Global Pandemic","Jacobson KB, Rao M, Bonilla H, Subramanian A, Hack I, Madrigal M, Singh U, Jagannathan P, Grant P.","Clin Infect Dis. 2021 Aug 2;73(3):e826-e829. doi: 10.1093/cid/ciab103.","Jacobson KB","Clin Infect Dis",2021,"2021/02/24","PMC7929039","","10.1093/cid/ciab103"
"788",33564862,"Modeling Effectiveness of Testing Strategies to Prevent Coronavirus Disease 2019 (COVID-19) in Nursing Homes-United States, 2020","See I, Paul P, Slayton RB, Steele MK, Stuckey MJ, Duca L, Srinivasan A, Stone N, Jernigan JA, Reddy SC.","Clin Infect Dis. 2021 Aug 2;73(3):e792-e798. doi: 10.1093/cid/ciab110.","See I","Clin Infect Dis",2021,"2021/02/10","PMC7929046","","10.1093/cid/ciab110"
"789",33560412,"Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Setting-specific Transmission Rates: A Systematic Review and Meta-analysis","Thompson HA, Mousa A, Dighe A, Fu H, Arnedo-Pena A, Barrett P, Bellido-Blasco J, Bi Q, Caputi A, Chaw L, De Maria L, Hoffmann M, Mahapure K, Ng K, Raghuram J, Singh G, Soman B, Soriano V, Valent F, Vimercati L, Wee LE, Wong J, Ghani AC, Ferguson NM.","Clin Infect Dis. 2021 Aug 2;73(3):e754-e764. doi: 10.1093/cid/ciab100.","Thompson HA","Clin Infect Dis",2021,"2021/02/09","PMC7929012","","10.1093/cid/ciab100"
"790",33515458,"Absence of Vaccine-enhanced Disease With Unexpected Positive Protection Against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by Inactivated Vaccine Given Within 3 Days of Virus Challenge in Syrian Hamster Model","Li C, Chen YX, Liu FF, Lee AC, Zhao Y, Ye ZH, Cai JP, Chu H, Zhang RQ, Chan KH, Chiu KH, Lung DC, Sridhar S, Hung IF, To KK, Zhang AJ, Chan JF, Yuen KY.","Clin Infect Dis. 2021 Aug 2;73(3):e719-e734. doi: 10.1093/cid/ciab083.","Li C","Clin Infect Dis",2021,"2021/01/30","PMC7929057","","10.1093/cid/ciab083"
"791",33515250,"Coronavirus Disease 2019 Symptoms and Severe Acute Respiratory Syndrome Coronavirus 2 Antibody Positivity in a Large Survey of First Responders and Healthcare Personnel, May-July 2020","Akinbami LJ, Petersen LR, Sami S, Vuong N, Lukacs SL, Mackey L, Atas J, LaFleur BJ.","Clin Infect Dis. 2021 Aug 2;73(3):e822-e825. doi: 10.1093/cid/ciab080.","Akinbami LJ","Clin Infect Dis",2021,"2021/01/30","PMC7929062","","10.1093/cid/ciab080"
"792",33507235,"Intractable Coronavirus Disease 2019 (COVID-19) and Prolonged Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Replication in a Chimeric Antigen Receptor-Modified T-Cell Therapy Recipient: A Case Study","Hensley MK, Bain WG, Jacobs J, Nambulli S, Parikh U, Cillo A, Staines B, Heaps A, Sobolewski MD, Rennick LJ, Macatangay BJC, Klamar-Blain C, Kitsios GD, Methé B, Somasundaram A, Bruno TC, Cardello C, Shan F, Workman C, Ray P, Ray A, Lee J, Sethi R, Schwarzmann WE, Ladinsky MS, Bjorkman PJ, Vignali DA, Duprex WP, Agha ME, Mellors JW, McCormick KD, Morris A, Haidar G.","Clin Infect Dis. 2021 Aug 2;73(3):e815-e821. doi: 10.1093/cid/ciab072.","Hensley MK","Clin Infect Dis",2021,"2021/01/28","PMC7929077","","10.1093/cid/ciab072"
"793",33493287,"Monocytes and Macrophages, Targets of Severe Acute Respiratory Syndrome Coronavirus 2: The Clue for Coronavirus Disease 2019 Immunoparalysis","Boumaza A, Gay L, Mezouar S, Bestion E, Diallo AB, Michel M, Desnues B, Raoult D, La Scola B, Halfon P, Vitte J, Olive D, Mege JL.","J Infect Dis. 2021 Aug 2;224(3):395-406. doi: 10.1093/infdis/jiab044.","Boumaza A","J Infect Dis",2021,"2021/01/25","PMC7928817","","10.1093/infdis/jiab044"
"794",33400782,"The Duration, Dynamics, and Determinants of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antibody Responses in Individual Healthcare Workers","Lumley SF, Wei J, O'Donnell D, Stoesser NE, Matthews PC, Howarth A, Hatch SB, Marsden BD, Cox S, James T, Peck LJ, Ritter TG, de Toledo Z, Cornall RJ, Jones EY, Stuart DI, Screaton G, Ebner D, Hoosdally S, Crook DW, Conlon CP, Pouwels KB, Walker AS, Peto TEA, Walker TM, Jeffery K, Eyre DW; Oxford University Hospitals Staff Testing Group.","Clin Infect Dis. 2021 Aug 2;73(3):e699-e709. doi: 10.1093/cid/ciab004.","Lumley SF","Clin Infect Dis",2021,"2021/01/05","PMC7929225","","10.1093/cid/ciab004"
"795",33373435,"Trends in US Outpatient Antibiotic Prescriptions During the Coronavirus Disease 2019 Pandemic","King LM, Lovegrove MC, Shehab N, Tsay S, Budnitz DS, Geller AI, Lind JN, Roberts RM, Hicks LA, Kabbani S.","Clin Infect Dis. 2021 Aug 2;73(3):e652-e660. doi: 10.1093/cid/ciaa1896.","King LM","Clin Infect Dis",2021,"2020/12/29","PMC7799289","","10.1093/cid/ciaa1896"
"796",33354719,"Suppression of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) After a Second Wave in Victoria, Australia","Giles ML, Wallace EM, Alpren C, Brady N, Crouch S, Romanes F, Sutton B, Cheng A.","Clin Infect Dis. 2021 Aug 2;73(3):e808-e810. doi: 10.1093/cid/ciaa1882.","Giles ML","Clin Infect Dis",2021,"2020/12/23","PMC7799206","","10.1093/cid/ciaa1882"
"797",33118015,"Response to the Coronavirus Disease 2019 Pandemic Among People Experiencing Homelessness in Congregant Living Settings in San Diego, California","Marquez H, Ramers C, Northrup A, Tam A, Liu J, Rojas S, Klaman S, Khasira M, Madbak J, Matthews E, Norris J, Godino J.","Clin Infect Dis. 2021 Aug 2;73(3):e805-e807. doi: 10.1093/cid/ciaa1668.","Marquez H","Clin Infect Dis",2021,"2020/10/29","PMC7665411","","10.1093/cid/ciaa1668"
"798",33104216,"US Food and Drug Administration (FDA) Emergency Use Authorization: Glass Half Full or Glass Half Empty?","Guharoy R, Krenzelok EP.","Clin Infect Dis. 2021 Aug 2;73(3):549-552. doi: 10.1093/cid/ciaa1653.","Guharoy R","Clin Infect Dis",2021,"2020/10/26","PMC7665427","","10.1093/cid/ciaa1653"
"799",32976596,"Mass Screening of Asymptomatic Persons for Severe Acute Respiratory Syndrome Coronavirus 2 Using Saliva","Yokota I, Shane PY, Okada K, Unoki Y, Yang Y, Inao T, Sakamaki K, Iwasaki S, Hayasaka K, Sugita J, Nishida M, Fujisawa S, Teshima T.","Clin Infect Dis. 2021 Aug 2;73(3):e559-e565. doi: 10.1093/cid/ciaa1388.","Yokota I","Clin Infect Dis",2021,"2020/09/25","PMC7543374","","10.1093/cid/ciaa1388"
"800",32898238,"Sustained Responses of Neutralizing Antibodies Against Middle East Respiratory Syndrome Coronavirus (MERS-CoV) in Recovered Patients and Their Therapeutic Applicability","Kim YS, Aigerim A, Park U, Kim Y, Park H, Rhee JY, Choi JP, Park WB, Park SW, Kim Y, Lim DG, Choi JY, Jeon YK, Yang JS, Lee JY, Shin HS, Cho NH.","Clin Infect Dis. 2021 Aug 2;73(3):e550-e558. doi: 10.1093/cid/ciaa1345.","Kim YS","Clin Infect Dis",2021,"2020/09/08","PMC7499518","","10.1093/cid/ciaa1345"
"801",32888003,"Severe Acute Respiratory Syndrome Coronavirus 2 RNA in Plasma Is Associated With Intensive Care Unit Admission and Mortality in Patients Hospitalized With Coronavirus Disease 2019","Prebensen C, Myhre PL, Jonassen C, Rangberg A, Blomfeldt A, Svensson M, Omland T, Berdal JE.","Clin Infect Dis. 2021 Aug 2;73(3):e799-e802. doi: 10.1093/cid/ciaa1338.","Prebensen C","Clin Infect Dis",2021,"2020/09/05","PMC7499533","","10.1093/cid/ciaa1338"
"802",32857838,"Collateral Impact of the Coronavirus Disease 2019 (COVID-19) Pandemic on Tuberculosis Control in Jiangsu Province, China","Liu Q, Lu P, Shen Y, Li C, Wang J, Zhu L, Lu W, Martinez L.","Clin Infect Dis. 2021 Aug 2;73(3):542-544. doi: 10.1093/cid/ciaa1289.","Liu Q","Clin Infect Dis",2021,"2020/08/29","PMC7499510","","10.1093/cid/ciaa1289"
"803",32857830,"Using Serologic Testing to Assess the Effectiveness of Outbreak Control Efforts, Serial Polymerase Chain Reaction Testing, and Cohorting of Positive Severe Acute Respiratory Syndrome Coronavirus 2 Patients in a Skilled Nursing Facility","Dora AV, Winnett A, Fulcher JA, Sohn L, Calub F, Lee-Chang I, Ghadishah E, Schwartzman WA, Beenhouwer DO, Vallone J, Graber CJ, Goetz MB, Bhattacharya D.","Clin Infect Dis. 2021 Aug 2;73(3):545-548. doi: 10.1093/cid/ciaa1286.","Dora AV","Clin Infect Dis",2021,"2020/08/29","PMC7499538","","10.1093/cid/ciaa1286"
"804",32770240,"AVIFAVIR for Treatment of Patients With Moderate Coronavirus Disease 2019 (COVID-19): Interim Results of a Phase II/III Multicenter Randomized Clinical Trial","Ivashchenko AA, Dmitriev KA, Vostokova NV, Azarova VN, Blinow AA, Egorova AN, Gordeev IG, Ilin AP, Karapetian RN, Kravchenko DV, Lomakin NV, Merkulova EA, Papazova NA, Pavlikova EP, Savchuk NP, Simakina EN, Sitdekov TA, Smolyarchuk EA, Tikhomolova EG, Yakubova EV, Ivachtchenko AV.","Clin Infect Dis. 2021 Aug 2;73(3):531-534. doi: 10.1093/cid/ciaa1176.","Ivashchenko AA","Clin Infect Dis",2021,"2020/08/10","PMC7454388","","10.1093/cid/ciaa1176"
"805",32745196,"Longitudinal Dynamics of the Neutralizing Antibody Response to Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection","Wang K, Long QX, Deng HJ, Hu J, Gao QZ, Zhang GJ, He CL, Huang LY, Hu JL, Chen J, Tang N, Huang AL.","Clin Infect Dis. 2021 Aug 2;73(3):e531-e539. doi: 10.1093/cid/ciaa1143.","Wang K","Clin Infect Dis",2021,"2020/08/04","PMC7454328","","10.1093/cid/ciaa1143"
"806",32638022,"Direct Evidence of Active SARS-CoV-2 Replication in the Intestine","Qian Q, Fan L, Liu W, Li J, Yue J, Wang M, Ke X, Yin Y, Chen Q, Jiang C.","Clin Infect Dis. 2021 Aug 2;73(3):361-366. doi: 10.1093/cid/ciaa925.","Qian Q","Clin Infect Dis",2021,"2020/07/09","PMC7454471","","10.1093/cid/ciaa925"
"807",32463434,"Metatranscriptomic Characterization of Coronavirus Disease 2019 Identified a Host Transcriptional Classifier Associated With Immune Signaling","Zhang H, Ai JW, Yang W, Zhou X, He F, Xie S, Zeng W, Li Y, Yu Y, Gou X, Li Y, Wang X, Su H, Zhu Z, Xu T, Zhang W.","Clin Infect Dis. 2021 Aug 2;73(3):376-385. doi: 10.1093/cid/ciaa663.","Zhang H","Clin Infect Dis",2021,"2020/05/29","PMC7314197","","10.1093/cid/ciaa663"
"808",34320461,"COVID-19 and Sudden Unexpected Community Deaths in Lusaka, Zambia, Africa - A Medico-Legal Whole-Body Autopsy Case Series","Mucheleng'anga LA, Telendiy V, Hamukale A, Shibemba AL, Zumla A, Himwaze CM.","Int J Infect Dis. 2021 Aug;109:160-167. doi: 10.1016/j.ijid.2021.07.001. Epub 2021 Jul 5.","Mucheleng'anga LA","Int J Infect Dis",2021,"2021/07/28","PMC8255190","","10.1016/j.ijid.2021.07.001"
